Transect,Plot,Replicate,Date,Time,Observer,Sky,Wind,BirdNumber,Period,Minute,Species,Sex,DetectionMethod,Distance,NewRecord,CounterSing
765,223,1,6/8/2015,6:54:00 AM,DJW,2,0,10,2,4,BTNW,M,S,1,0,0
765,223,1,6/8/2015,6:54:00 AM,DJW,2,0,12,2,4,OVEN,M,S,2,0,1
765,223,1,6/8/2015,6:54:00 AM,DJW,2,0,14,2,4,OVEN,M,S,1,0,1
765,223,1,6/8/2015,6:54:00 AM,DJW,2,0,17,2,7,BTBW,M,S,2,1,0
765,223,1,6/8/2015,6:54:00 AM,DJW,2,0,18,3,7,BTBW,M,S,1,0,0
765,223,1,6/8/2015,6:54:00 AM,DJW,2,0,19,3,7,BTNW,M,S,1,0,0
765,223,1,6/8/2015,6:54:00 AM,DJW,2,0,21,3,7,OVEN,M,S,1,0,1
765,223,1,6/8/2015,6:54:00 AM,DJW,2,0,22,3,7,OVEN,M,S,2,0,1
765,223,1,6/8/2015,6:54:00 AM,DJW,2,0,23,3,8,BLBW,M,S,1,0,0
760,252,1,6/8/2015,7:22:00 AM,JDW,2,1,1,1,1,BTNW,M,S,1,1,0
760,252,1,6/8/2015,7:22:00 AM,JDW,2,1,4,2,6,BTNW,M,S,1,1,0
760,252,1,6/8/2015,7:22:00 AM,JDW,2,1,6,3,9,BTNW,M,S,1,0,0
760,251,1,6/8/2015,7:40:00 AM,JDW,2,1,1,1,1,BTNW,M,S,1,1,0
760,251,1,6/8/2015,7:40:00 AM,JDW,2,1,3,1,1,BTBW,M,S,2,1,0
760,251,1,6/8/2015,7:40:00 AM,JDW,2,1,14,2,5,BTNW,M,S,1,0,0
760,251,1,6/8/2015,7:40:00 AM,JDW,2,1,17,2,6,BTBW,M,S,2,0,0
760,251,1,6/8/2015,7:40:00 AM,JDW,2,1,19,2,6,BTNW,M,S,1,0,0
760,251,1,6/8/2015,7:40:00 AM,JDW,2,1,23,3,8,BTNW,M,S,1,0,0
760,251,1,6/8/2015,7:40:00 AM,JDW,2,1,26,3,9,BTBW,M,S,2,0,0
765,224,1,6/8/2015,7:13:00 AM,DJW,2,0,1,1,1,OVEN,M,S,2,1,1
765,224,1,6/8/2015,7:13:00 AM,DJW,2,0,3,1,1,BTNW,M,S,2,1,0
765,224,1,6/8/2015,7:13:00 AM,DJW,2,0,6,1,3,OVEN,M,S,2,1,1
765,224,1,6/8/2015,7:13:00 AM,DJW,2,0,7,2,4,OVEN,M,S,2,0,1
765,224,1,6/8/2015,7:13:00 AM,DJW,2,0,10,2,4,REVI,M,S,1,1,0
765,224,1,6/8/2015,7:13:00 AM,DJW,2,0,11,2,4,BLBW,M,S,2,0,0
765,224,1,6/8/2015,7:13:00 AM,DJW,2,0,12,2,4,OVEN,M,S,2,0,1
765,224,1,6/8/2015,7:13:00 AM,DJW,2,0,13,2,4,BTBW,M,S,2,1,0
765,224,1,6/8/2015,7:13:00 AM,DJW,2,0,15,2,5,BTNW,M,S,2,0,0
765,224,1,6/8/2015,7:13:00 AM,DJW,2,0,16,3,7,OVEN,M,S,2,0,1
765,224,1,6/8/2015,7:13:00 AM,DJW,2,0,17,3,7,"REVI
",M,S,1,0,0
765,224,1,6/8/2015,7:13:00 AM,DJW,2,0,18,3,7,BTBW,M,S,2,0,0
765,224,1,6/8/2015,7:13:00 AM,DJW,2,0,19,3,7,BTNW,M,S,2,0,0
765,224,1,6/8/2015,7:13:00 AM,DJW,2,0,23,3,8,OVEN,M,S,2,0,1
765,224,1,6/8/2015,7:13:00 AM,DJW,2,0,24,3,10,BLBW,M,S,1,0,0
770,199,1,6/8/2015,6:09:00 AM,AJS,2,1,1,1,1,BTNW,M,S,1,1,1
770,199,1,6/8/2015,6:09:00 AM,AJS,2,1,2,1,3,BTNW,M,S,1,1,1
770,199,1,6/8/2015,6:09:00 AM,AJS,2,1,3,2,3,BTNW,M,S,1,0,0
770,199,1,6/8/2015,6:09:00 AM,AJS,2,1,4,2,4,BTBW,M,S,1,1,0
770,199,1,6/8/2015,6:09:00 AM,AJS,2,1,7,3,7,REVI,M,S,2,1,0
770,199,1,6/8/2015,6:09:00 AM,AJS,2,1,8,3,7,BTNW,M,S,1,0,0
770,199,1,6/8/2015,6:09:00 AM,AJS,2,1,9,3,8,OVEN,M,S,1,1,0
770,199,1,6/8/2015,6:09:00 AM,AJS,2,1,10,3,8,BTBW,M,S,1,0,0
760,260,1,6/8/2015,6:41:00 AM,CH,2,1,1,1,1,REVI,M,S,1,1,1
760,260,1,6/8/2015,6:41:00 AM,CH,2,1,2,1,1,BTBW,M,S,1,1,0
760,260,1,6/8/2015,6:41:00 AM,CH,2,1,3,1,1,OVEN,M,S,2,1,0
760,260,1,6/8/2015,6:41:00 AM,CH,2,1,4,1,1,BTNW,M,S,1,1,0
760,260,1,6/8/2015,6:41:00 AM,CH,2,1,6,1,1,OVEN,M,S,1,1,0
760,260,1,6/8/2015,6:41:00 AM,CH,2,1,8,1,2,REVI,M,S,2,1,1
760,260,1,6/8/2015,6:41:00 AM,CH,2,1,9,2,4,REVI,M,S,1,0,1
760,260,1,6/8/2015,6:41:00 AM,CH,2,1,10,2,4,REVI,M,S,2,0,1
760,260,1,6/8/2015,6:41:00 AM,CH,2,1,11,2,4,BTBW,M,S,1,0,0
760,260,1,6/8/2015,6:41:00 AM,CH,2,1,13,2,4,OVEN,M,S,2,0,0
760,260,1,6/8/2015,6:41:00 AM,CH,2,1,14,2,5,BTNW,M,S,1,0,0
760,260,1,6/8/2015,6:41:00 AM,CH,2,1,19,3,7,OVEN,M,S,1,0,0
760,260,1,6/8/2015,6:41:00 AM,CH,2,1,20,3,7,REVI,M,S,1,0,1
760,260,1,6/8/2015,6:41:00 AM,CH,2,1,21,3,7,REVI,M,S,2,0,1
760,260,1,6/8/2015,6:41:00 AM,CH,2,1,22,3,7,BTBW,M,S,1,0,0
760,260,1,6/8/2015,6:41:00 AM,CH,2,1,24,3,7,OVEN,M,S,2,0,0
760,260,1,6/8/2015,6:41:00 AM,CH,2,1,27,3,8,BTNW,M,S,1,0,0
775,156,1,6/8/2015,6:36:00 AM,AJS,2,1,2,1,1,OVEN,M,S,2,1,0
775,156,1,6/8/2015,6:36:00 AM,AJS,2,1,4,1,2,BTBW,M,S,2,1,0
775,156,1,6/8/2015,6:36:00 AM,AJS,2,1,5,1,2,REVI,M,S,2,1,1
775,156,1,6/8/2015,6:36:00 AM,AJS,2,1,6,1,3,REVI,M,S,1,1,1
775,156,1,6/8/2015,6:36:00 AM,AJS,2,1,7,2,3,BTNW,M,S,2,1,0
775,156,1,6/8/2015,6:36:00 AM,AJS,2,1,10,2,4,BTBW,M,S,2,0,0
775,156,1,6/8/2015,6:36:00 AM,AJS,2,1,11,2,4,REVI,M,S,2,0,0
775,156,1,6/8/2015,6:36:00 AM,AJS,2,1,12,2,6,OVEN,M,S,2,0,0
775,156,1,6/8/2015,6:36:00 AM,AJS,2,1,13,3,6,REVI,M,S,2,0,1
775,156,1,6/8/2015,6:36:00 AM,AJS,2,1,14,3,7,BTNW,M,S,2,0,1
775,156,1,6/8/2015,6:36:00 AM,AJS,2,1,15,3,7,REVI,M,S,1,0,1
775,156,1,6/8/2015,6:36:00 AM,AJS,2,1,16,3,8,BTNW,M,S,2,0,1
775,156,1,6/8/2015,6:36:00 AM,AJS,2,1,17,3,9,BLBW,M,S,2,1,0
775,156,1,6/8/2015,6:36:00 AM,AJS,2,1,18,3,9,OVEN,M,S,2,0,0
765,225,1,6/8/2015,7:28:00 AM,DJW,2,0,1,1,1,REVI,M,S,2,1,0
765,225,1,6/8/2015,7:28:00 AM,DJW,2,0,4,1,1,BTBW,M,S,2,1,0
765,225,1,6/8/2015,7:28:00 AM,DJW,2,0,5,1,1,OVEN,M,S,2,1,1
765,225,1,6/8/2015,7:28:00 AM,DJW,2,0,6,1,2,OVEN,M,S,2,1,1
765,225,1,6/8/2015,7:28:00 AM,DJW,2,0,7,1,2,BLBW,M,S,2,1,0
765,225,1,6/8/2015,7:28:00 AM,DJW,2,0,10,2,4,BTBW,M,S,2,0,0
765,225,1,6/8/2015,7:28:00 AM,DJW,2,0,11,2,4,OVEN,M,S,2,0,0
765,225,1,6/8/2015,7:28:00 AM,DJW,2,0,12,2,4,REVI,M,S,2,0,0
765,225,1,6/8/2015,7:28:00 AM,DJW,2,0,14,2,4,BLBW,M,S,1,0,0
765,225,1,6/8/2015,7:28:00 AM,DJW,2,0,16,2,7,OVEN,M,S,2,0,1
765,225,1,6/8/2015,7:28:00 AM,DJW,2,0,17,3,7,REVI,M,S,2,0,0
765,225,1,6/8/2015,7:28:00 AM,DJW,2,0,19,3,7,BLBW,M,S,1,0,0
765,225,1,6/8/2015,7:28:00 AM,DJW,2,0,20,3,7,OVEN,M,S,2,0,1
765,225,1,6/8/2015,7:28:00 AM,DJW,2,0,21,3,8,BTBW,M,S,2,0,0
765,225,1,6/8/2015,7:28:00 AM,DJW,2,0,23,3,9,BTNW,M,S,2,1,0
760,249,1,6/8/2015,8:16:00 AM,JDW,2,4,2,1,1,BTNW,M,S,1,1,0
760,249,1,6/8/2015,8:16:00 AM,JDW,2,4,5,1,2,BTNW,M,S,2,1,0
760,249,1,6/8/2015,8:16:00 AM,JDW,2,4,9,2,4,BTNW,M,S,2,0,0
760,249,1,6/8/2015,8:16:00 AM,JDW,2,4,13,2,6,BTNW,M,S,1,0,0
760,249,1,6/8/2015,8:16:00 AM,JDW,2,4,16,3,8,BTNW,M,S,2,0,1
760,249,1,6/8/2015,8:16:00 AM,JDW,2,4,17,3,8,BTNW,M,S,1,0,1
760,261,1,6/8/2015,6:24:00 AM,CH,2,1,1,1,1,REVI,M,S,1,1,1
760,261,1,6/8/2015,6:24:00 AM,CH,2,1,3,1,1,BTBW,M,S,1,1,0
760,261,1,6/8/2015,6:24:00 AM,CH,2,1,4,1,1,REVI,M,S,2,1,1
760,261,1,6/8/2015,6:24:00 AM,CH,2,1,5,1,1,REVI,M,S,2,1,1
760,261,1,6/8/2015,6:24:00 AM,CH,2,1,7,1,2,REVI,M,S,1,1,0
760,261,1,6/8/2015,6:24:00 AM,CH,2,1,8,1,3,OVEN,M,S,2,1,0
760,261,1,6/8/2015,6:24:00 AM,CH,2,1,9,2,3,REVI,M,S,2,0,1
760,261,1,6/8/2015,6:24:00 AM,CH,2,1,10,2,3,OVEN,M,S,2,0,0
760,261,1,6/8/2015,6:24:00 AM,CH,2,1,11,2,3,BTBW,M,S,1,0,0
760,261,1,6/8/2015,6:24:00 AM,CH,2,1,12,2,3,REVI,M,S,1,0,1
760,261,1,6/8/2015,6:24:00 AM,CH,2,1,15,3,7,REVI,M,S,1,0,1
760,261,1,6/8/2015,6:24:00 AM,CH,2,1,16,3,7,REVI,M,S,2,0,1
760,261,1,6/8/2015,6:24:00 AM,CH,2,1,18,3,7,OVEN,M,S,2,0,1
760,261,1,6/8/2015,6:24:00 AM,CH,2,1,20,3,8,BTBW,M,S,1,0,0
760,261,1,6/8/2015,6:24:00 AM,CH,2,1,21,3,9,OVEN,M,S,1,1,1
775,155,1,6/8/2015,6:53:00 AM,AJS,2,1,4,1,1,BTNW,M,S,1,1,1
775,155,1,6/8/2015,6:53:00 AM,AJS,2,1,7,1,2,BLBW,M,S,1,1,0
775,155,1,6/8/2015,6:53:00 AM,AJS,2,1,8,1,3,BTNW,M,S,1,1,1
775,155,1,6/8/2015,6:53:00 AM,AJS,2,1,9,2,3,BTNW,M,S,1,0,1
775,155,1,6/8/2015,6:53:00 AM,AJS,2,1,10,2,3,BTNW,M,S,1,0,1
775,155,1,6/8/2015,6:53:00 AM,AJS,2,1,11,2,4,BTBW,M,S,2,1,0
775,155,1,6/8/2015,6:53:00 AM,AJS,2,1,13,2,4,BLBW,M,S,1,0,0
775,155,1,6/8/2015,6:53:00 AM,AJS,2,1,14,2,5,OVEN,M,S,2,1,0
775,155,1,6/8/2015,6:53:00 AM,AJS,2,1,18,3,6,BTNW,M,S,1,0,0
775,155,1,6/8/2015,6:53:00 AM,AJS,2,1,19,3,7,OVEN,M,S,2,0,0
775,155,1,6/8/2015,6:53:00 AM,AJS,2,1,25,3,8,BLBW,M,S,1,0,0
765,226,1,6/8/2015,7:47:00 AM,DJW,2,0,3,1,1,BTNW,M,S,2,1,0
765,226,1,6/8/2015,7:47:00 AM,DJW,2,0,6,1,1,REVI,M,S,2,1,0
765,226,1,6/8/2015,7:47:00 AM,DJW,2,0,7,1,1,BTBW,M,S,1,1,0
765,226,1,6/8/2015,7:47:00 AM,DJW,2,0,12,2,4,BTNW,M,S,1,0,1
765,226,1,6/8/2015,7:47:00 AM,DJW,2,0,14,2,4,REVI,M,S,2,0,0
765,226,1,6/8/2015,7:47:00 AM,DJW,2,0,17,2,4,BTNW,M,S,2,1,1
765,226,1,6/8/2015,7:47:00 AM,DJW,2,0,26,3,7,REVI,M,S,2,0,0
765,226,1,6/8/2015,7:47:00 AM,DJW,2,0,32,3,10,BTNW,M,S,1,0,0
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,1,1,1,REVI,M,S,2,1,0
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,2,1,1,REVI,M,S,2,1,0
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,3,1,1,OVEN,M,S,2,1,1
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,4,1,1,BLBW,M,S,1,1,1
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,5,1,1,OVEN,M,S,1,1,1
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,6,1,1,BTBW,M,S,1,1,1
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,7,1,1,BTBW,M,S,2,1,1
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,8,1,1,BLBW,M,S,1,1,1
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,9,1,2,BTBW,M,S,2,1,0
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,13,2,4,REVI,M,S,2,0,1
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,14,2,4,REVI,M,S,2,0,1
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,17,2,4,BLBW,M,S,1,0,1
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,18,2,4,BLBW,M,S,1,0,1
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,19,2,4,OVEN,M,S,2,0,1
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,20,2,4,BTBW,M,S,2,0,0
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,21,2,5,OVEN,M,S,1,0,1
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,22,2,5,BTBW,M,S,2,0,0
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,23,2,5,BTBW,M,S,1,0,0
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,24,3,7,BLBW,M,S,1,0,1
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,25,3,7,REVI,M,S,2,0,0
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,26,3,7,REVI,M,S,2,0,0
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,28,3,7,BLBW,M,S,1,0,1
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,29,3,7,BTBW,M,S,1,0,1
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,30,3,7,BTBW,M,S,2,0,1
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,31,3,8,OVEN,M,S,2,0,0
765,214,1,6/8/2015,5:45:00 AM,CH,2,1,32,3,8,BTBW,M,S,2,0,1
760,247,1,6/8/2015,8:48:00 AM,JDW,2,2,2,1,1,BTNW,M,S,2,1,0
760,247,1,6/8/2015,8:48:00 AM,JDW,2,2,6,2,4,BTNW,M,S,2,0,0
760,247,1,6/8/2015,8:48:00 AM,JDW,2,2,9,2,5,BTNW,M,S,1,1,0
760,247,1,6/8/2015,8:48:00 AM,JDW,2,2,10,3,7,BTNW,M,S,2,0,0
760,247,1,6/8/2015,8:48:00 AM,JDW,2,2,12,3,8,BTNW,M,S,1,0,0
780,122,1,6/8/2015,7:33:00 AM,AJS,2,0,2,1,1,BTNW,M,S,1,1,0
780,122,1,6/8/2015,7:33:00 AM,AJS,2,0,3,1,1,REVI,M,S,2,1,1
780,122,1,6/8/2015,7:33:00 AM,AJS,2,0,4,1,1,REVI,M,S,2,1,1
780,122,1,6/8/2015,7:33:00 AM,AJS,2,0,5,1,3,OVEN,M,S,1,1,0
780,122,1,6/8/2015,7:33:00 AM,AJS,2,0,6,2,3,BTNW,M,S,1,0,1
780,122,1,6/8/2015,7:33:00 AM,AJS,2,0,7,2,3,REVI,M,S,2,0,1
780,122,1,6/8/2015,7:33:00 AM,AJS,2,0,8,2,3,REVI,M,S,2,0,1
780,122,1,6/8/2015,7:33:00 AM,AJS,2,0,9,2,4,BTNW,M,S,2,1,1
780,122,1,6/8/2015,7:33:00 AM,AJS,2,0,10,2,5,BTBW,M,S,2,1,0
780,122,1,6/8/2015,7:33:00 AM,AJS,2,0,11,3,6,BTNW,M,S,1,0,1
780,122,1,6/8/2015,7:33:00 AM,AJS,2,0,12,3,6,BTNW,M,S,2,0,1
780,122,1,6/8/2015,7:33:00 AM,AJS,2,0,13,3,7,REVI,M,S,2,0,0
780,122,1,6/8/2015,7:33:00 AM,AJS,2,0,14,3,8,BTBW,M,S,2,0,0
765,227,1,6/8/2015,8:01:00 AM,DJW,2,1,2,1,1,BTNW,M,S,2,1,0
765,227,1,6/8/2015,8:01:00 AM,DJW,2,1,3,1,1,OVEN,M,S,2,1,0
765,227,1,6/8/2015,8:01:00 AM,DJW,2,1,9,2,4,OVEN,M,S,2,0,0
765,227,1,6/8/2015,8:01:00 AM,DJW,2,1,11,3,7,OVEN,M,S,2,0,0
765,228,1,6/8/2015,8:20:00 AM,DJW,2,1,1,1,1,REVI,M,S,2,1,0
765,228,1,6/8/2015,8:20:00 AM,DJW,2,1,2,1,1,BTNW,M,S,2,1,0
765,228,1,6/8/2015,8:20:00 AM,DJW,2,1,3,1,1,BTNW,M,S,1,1,0
765,228,1,6/8/2015,8:20:00 AM,DJW,2,1,6,1,3,OVEN,M,S,2,1,0
765,228,1,6/8/2015,8:20:00 AM,DJW,2,1,8,2,4,BTNW,M,S,1,0,0
765,228,1,6/8/2015,8:20:00 AM,DJW,2,1,10,2,4,OVEN,M,S,2,0,0
765,228,1,6/8/2015,8:20:00 AM,DJW,2,1,11,2,4,REVI,M,S,2,0,0
765,228,1,6/8/2015,8:20:00 AM,DJW,2,1,13,3,7,OVEN,M,S,1,0,1
765,228,1,6/8/2015,8:20:00 AM,DJW,2,1,14,3,7,REVI,M,S,2,0,0
765,228,1,6/8/2015,8:20:00 AM,DJW,2,1,15,3,8,BTNW,M,S,1,0,1
765,228,1,6/8/2015,8:20:00 AM,DJW,2,1,17,3,9,BTNW,M,S,2,1,1
765,228,1,6/8/2015,8:20:00 AM,DJW,2,1,20,3,10,OVEN,M,S,2,1,1
760,246,1,6/8/2015,9:03:00 AM,JDW,2,4,1,1,1,BTNW,M,S,1,1,1
760,246,1,6/8/2015,9:03:00 AM,JDW,2,4,2,1,1,BTNW,M,S,1,1,1
760,246,1,6/8/2015,9:03:00 AM,JDW,2,4,4,2,5,BTNW,M,S,1,0,1
760,246,1,6/8/2015,9:03:00 AM,JDW,2,4,5,2,5,BTNW,M,S,1,0,1
760,246,1,6/8/2015,9:03:00 AM,JDW,2,4,6,3,7,BTNW,M,S,1,0,1
760,246,1,6/8/2015,9:03:00 AM,JDW,2,4,7,3,7,BTNW,M,S,1,0,1
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,1,1,1,OVEN,M,S,1,1,1
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,3,1,1,BTNW,M,S,1,1,1
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,4,1,1,BTNW,M,S,1,1,1
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,5,1,1,BTBW,M,S,1,1,0
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,6,1,1,REVI,M,S,2,1,1
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,8,1,1,OVEN,M,S,2,1,1
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,9,1,1,REVI,M,S,2,1,1
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,11,1,4,BTBW,M,S,2,1,0
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,13,2,4,BTBW,M,S,1,0,1
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,16,2,4,REVI,M,S,2,0,1
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,17,2,4,REVI,M,S,2,0,1
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,19,2,4,OVEN,M,S,1,0,0
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,20,2,4,BTNW,M,S,1,0,1
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,21,2,4,BTNW,M,S,1,0,1
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,22,2,5,BLBW,M,S,1,1,0
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,23,2,5,OVEN,M,S,1,1,0
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,25,2,6,BTBW,M,S,1,1,1
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,26,3,7,OVEN,M,S,1,0,0
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,27,3,7,BTNW,M,S,1,0,1
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,28,3,7,BTBW,M,S,1,0,1
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,30,3,8,REVI,M,S,2,0,1
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,31,3,8,REVI,M,S,2,0,1
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,32,3,8,BTBW,M,S,1,0,1
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,35,3,9,BTNW,M,S,1,0,1
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,36,3,9,REVI,M,S,1,1,1
765,215,1,6/8/2015,5:30:00 AM,CH,2,0,37,3,10,OVEN,M,S,1,0,0
780,121,1,6/8/2015,7:52:00 AM,AJS,2,0,2,1,1,OVEN,M,S,2,1,0
780,121,1,6/8/2015,7:52:00 AM,AJS,2,0,4,1,1,REVI,M,S,2,1,0
780,121,1,6/8/2015,7:52:00 AM,AJS,2,0,5,1,1,BTBW,M,S,1,1,0
780,121,1,6/8/2015,7:52:00 AM,AJS,2,0,6,1,2,BTNW,M,S,1,1,0
780,121,1,6/8/2015,7:52:00 AM,AJS,2,0,7,2,3,REVI,M,S,2,0,0
780,121,1,6/8/2015,7:52:00 AM,AJS,2,0,9,2,3,BTNW,M,S,1,0,0
780,121,1,6/8/2015,7:52:00 AM,AJS,2,0,11,2,5,BTBW,M,S,1,0,0
780,121,1,6/8/2015,7:52:00 AM,AJS,2,0,12,2,5,OVEN,M,S,2,0,0
780,121,1,6/8/2015,7:52:00 AM,AJS,2,0,13,3,6,BTNW,M,S,1,0,0
780,121,1,6/8/2015,7:52:00 AM,AJS,2,0,16,3,7,REVI,M,S,1,0,0
780,121,1,6/8/2015,7:52:00 AM,AJS,2,0,17,3,7,OVEN,M,S,2,0,0
780,121,1,6/8/2015,7:52:00 AM,AJS,2,0,19,3,9,BTBW,M,S,1,0,0
765,229,1,6/8/2015,8:35:00 AM,DJW,2,1,2,1,1,REVI,M,S,1,1,1
765,229,1,6/8/2015,8:35:00 AM,DJW,2,1,3,1,1,REVI,M,S,2,1,1
765,229,1,6/8/2015,8:35:00 AM,DJW,2,1,4,1,1,OVEN,M,S,2,1,0
765,229,1,6/8/2015,8:35:00 AM,DJW,2,1,10,2,4,REVI,M,S,1,0,1
765,229,1,6/8/2015,8:35:00 AM,DJW,2,1,11,2,4,REVI,M,S,2,0,1
765,229,1,6/8/2015,8:35:00 AM,DJW,2,1,12,2,4,OVEN,M,S,2,0,0
765,229,1,6/8/2015,8:35:00 AM,DJW,2,1,13,2,4,BTNW,M,S,2,1,0
765,229,1,6/8/2015,8:35:00 AM,DJW,2,1,18,3,7,REVI,M,S,1,0,1
765,229,1,6/8/2015,8:35:00 AM,DJW,2,1,19,3,7,REVI,M,S,2,0,1
765,229,1,6/8/2015,8:35:00 AM,DJW,2,1,20,3,7,OVEN,M,S,2,0,0
765,229,1,6/8/2015,8:35:00 AM,DJW,2,1,21,3,7,BTNW,M,S,2,0,0
785,91,1,6/8/2015,8:31:00 AM,AJS,2,2,1,1,1,BTNW,M,S,1,1,1
785,91,1,6/8/2015,8:31:00 AM,AJS,2,2,2,1,1,BTNW,M,S,1,1,1
785,91,1,6/8/2015,8:31:00 AM,AJS,2,2,3,1,1,BTNW,M,S,2,1,1
785,91,1,6/8/2015,8:31:00 AM,AJS,2,2,4,1,1,OVEN,M,S,2,1,0
785,91,1,6/8/2015,8:31:00 AM,AJS,2,2,5,2,3,BTNW,M,S,1,0,1
785,91,1,6/8/2015,8:31:00 AM,AJS,2,2,6,2,3,BTNW,M,S,1,0,1
785,91,1,6/8/2015,8:31:00 AM,AJS,2,2,8,2,4,BTNW,M,S,2,0,1
785,91,1,6/8/2015,8:31:00 AM,AJS,2,2,9,2,5,OVEN,M,S,2,0,0
785,91,1,6/8/2015,8:31:00 AM,AJS,2,2,10,3,6,BTNW,M,S,1,0,1
785,91,1,6/8/2015,8:31:00 AM,AJS,2,2,11,3,6,BTNW,M,S,1,0,1
785,91,1,6/8/2015,8:31:00 AM,AJS,2,2,12,3,7,BTBW,M,S,1,1,0
785,91,1,6/8/2015,8:31:00 AM,AJS,2,2,13,3,7,OVEN,M,S,2,0,0
785,91,1,6/8/2015,8:31:00 AM,AJS,2,2,14,3,8,BLBW,M,S,1,1,0
785,91,1,6/8/2015,8:31:00 AM,AJS,2,2,15,3,9,REVI,M,S,1,1,0
765,230,1,6/8/2015,8:52:00 AM,DJW,2,0,1,1,1,BTNW,M,S,2,1,0
765,230,1,6/8/2015,8:52:00 AM,DJW,2,0,5,1,1,BTBW,M,S,1,1,0
765,230,1,6/8/2015,8:52:00 AM,DJW,2,0,6,1,1,OVEN,M,S,1,1,0
765,230,1,6/8/2015,8:52:00 AM,DJW,2,0,8,1,1,REVI,M,S,2,1,0
765,230,1,6/8/2015,8:52:00 AM,DJW,2,0,10,1,2,BLBW,M,S,1,1,0
765,230,1,6/8/2015,8:52:00 AM,DJW,2,0,13,2,4,REVI,M,S,2,0,0
765,230,1,6/8/2015,8:52:00 AM,DJW,2,0,15,2,4,BTNW,M,S,1,0,0
765,230,1,6/8/2015,8:52:00 AM,DJW,2,0,16,2,4,BLBW,M,S,1,0,0
765,230,1,6/8/2015,8:52:00 AM,DJW,2,0,17,2,4,OVEN,M,S,1,0,0
765,230,1,6/8/2015,8:52:00 AM,DJW,2,0,18,2,4,BTBW,M,S,1,0,0
765,230,1,6/8/2015,8:52:00 AM,DJW,2,0,22,3,7,REVI,M,S,2,0,0
765,230,1,6/8/2015,8:52:00 AM,DJW,2,0,25,3,7,BLBW,M,S,1,0,0
765,230,1,6/8/2015,8:52:00 AM,DJW,2,0,26,3,7,OVEN,M,S,2,0,0
765,230,1,6/8/2015,8:52:00 AM,DJW,2,0,27,3,7,BTNW,M,S,1,0,0
765,230,1,6/8/2015,8:52:00 AM,DJW,2,0,28,3,7,BTBW,M,S,1,0,0
785,90,1,6/8/2015,8:45:00 AM,AJS,2,2,1,1,1,REVI,M,S,1,1,0
785,90,1,6/8/2015,8:45:00 AM,AJS,2,2,2,1,1,OVEN,M,S,1,1,0
785,90,1,6/8/2015,8:45:00 AM,AJS,2,2,3,1,1,BTBW,M,S,1,1,1
